user_id,transaction_frequency_24h,transaction_frequency_7d,avg_tx_amount_user,deviation_from_avg_tx,login_location_velocity,account_device_count,account_ip_count,new_device_flag,multiple_cards_on_account,name_mismatch_score,card_attempts_last_24h,multiple_cards_same_ip,session_length,checkout_speed,time_of_day_risk,prior_chargeback_flag,prior_fraud_ip_flag,payment_method,shipping_country,billing_country,item_category,fraud_label
U51969,2,5,221.39,-0.94,0,3,3,0,0,0.02,0,0,781.7,290.9,0,0,0,bank_transfer,Morocco,Libya,fashion,0
U54429,0,0,257.53,-0.85,0,3,4,0,0,0.35,0,0,619.0,213.5,0,0,1,debit_card,Libya,Libya,beauty,0
U51908,1,3,341.15,-0.88,0,3,3,0,0,0.31,0,0,1061.8,84.4,0,0,0,debit_card,Libya,Libya,groceries,0
U50375,0,2,365.8,-0.32,0,1,4,0,0,0.31,0,0,1109.9,115.6,0,0,0,debit_card,Egypt,Egypt,electronics,0
U53530,2,4,195.78,-0.5,0,2,1,0,0,0.69,0,0,110.3,324.2,0,0,0,credit_card,Algeria,Algeria,electronics,0
U55256,3,6,53.7,1.07,0,3,4,0,0,0.25,0,0,1026.0,149.2,1,0,0,credit_card,Tunisia,Tunisia,groceries,0
U52635,4,7,322.88,-0.83,0,2,1,1,0,0.45,0,0,1572.8,153.0,1,0,0,credit_card,Algeria,Algeria,electronics,0
U51570,0,1,201.32,-0.96,1,3,2,1,0,0.08,0,0,307.3,369.1,1,0,0,debit_card,Morocco,Morocco,home,0
U52560,1,4,227.65,-0.95,0,2,1,1,0,0.67,0,0,614.7,102.2,1,0,0,credit_card,Tunisia,Tunisia,sports,0
U55415,2,3,246.4,-0.73,0,3,4,0,1,0.01,0,0,1104.7,237.9,0,0,0,bank_transfer,Tunisia,Tunisia,electronics,0
U53391,1,4,273.79,-0.91,1,1,3,1,0,0.1,0,0,1136.1,139.6,0,0,0,bank_transfer,Algeria,Algeria,beauty,1
U52965,1,2,358.24,-0.96,0,2,3,1,1,0.47,0,0,160.9,243.2,0,0,0,apple_pay,Libya,Algeria,electronics,0
U53643,1,1,381.82,-0.9,0,2,5,0,0,0.6,0,0,784.3,171.5,0,0,0,credit_card,Morocco,Morocco,groceries,0
U55951,0,3,377.26,-0.57,0,2,4,0,1,0.45,1,0,96.9,383.8,0,0,0,bank_transfer,Algeria,Libya,groceries,0
U55468,3,4,327.6,-0.97,0,2,4,0,2,0.28,0,1,1673.1,150.8,0,0,0,bank_transfer,Morocco,Morocco,electronics,0
U53850,1,6,357.91,-0.8,0,3,4,1,0,0.17,0,1,1228.2,142.9,0,0,0,google_pay,Tunisia,Tunisia,luxury,0
U50872,0,0,38.87,4.29,1,1,2,0,0,0.24,0,0,206.7,65.5,0,0,0,google_pay,Algeria,Algeria,groceries,1
U51252,1,4,342.66,-0.89,0,2,4,0,1,0.39,0,0,1185.4,76.7,0,0,0,google_pay,Algeria,Algeria,fashion,0
U56413,1,4,47.46,-0.09,0,4,6,0,0,0.21,0,0,204.7,494.2,0,0,0,credit_card,Egypt,Egypt,electronics,0
U55947,2,4,303.55,-0.15,1,1,3,1,1,0.23,0,1,129.7,446.7,0,0,0,debit_card,Egypt,Egypt,electronics,0
U56941,1,3,84.36,0.49,0,2,2,0,1,0.26,0,0,411.0,83.0,0,0,0,credit_card,Morocco,Morocco,fashion,0
U51314,1,3,156.84,0.22,0,6,4,0,2,0.2,0,0,1752.1,445.4,0,0,0,apple_pay,Algeria,Algeria,home,0
U54820,2,4,89.99,-0.54,1,3,4,0,0,0.4,0,0,1055.1,275.4,0,0,0,credit_card,Algeria,Algeria,groceries,0
U57332,0,1,188.52,2.64,1,2,2,0,2,0.53,2,0,606.0,199.0,0,0,0,apple_pay,Libya,Libya,beauty,0
U56148,1,2,176.46,-0.89,1,3,2,1,1,0.34,1,0,146.2,294.5,0,0,0,debit_card,Egypt,Egypt,luxury,0
U52898,2,6,38.26,9.02,0,2,2,0,1,0.15,0,0,57.6,119.7,0,0,0,credit_card,Libya,Libya,beauty,0
U57546,4,4,335.59,-0.17,0,2,2,0,1,0.25,0,0,1612.7,130.8,0,0,0,paypal,Egypt,Algeria,home,0
U50077,0,4,344.59,-0.72,0,4,1,0,0,0.53,1,0,880.3,316.7,0,0,0,credit_card,Tunisia,Tunisia,home,0
U57577,2,5,319.25,-0.67,0,4,2,0,0,0.36,0,0,191.5,436.4,0,1,0,credit_card,Algeria,Tunisia,electronics,0
U52621,2,3,342.09,-0.48,0,2,2,1,0,0.2,0,0,995.0,474.8,0,0,0,credit_card,Tunisia,Tunisia,groceries,0
U54227,1,2,305.33,-0.85,0,1,2,0,0,0.26,1,0,145.4,571.6,0,0,0,debit_card,Morocco,Morocco,fashion,1
U50600,1,5,376.24,-0.76,1,2,3,0,0,0.28,1,0,747.4,192.6,0,0,0,bank_transfer,Egypt,Libya,sports,0
U55868,1,5,239.03,0.17,0,4,3,0,0,0.26,2,0,1642.1,244.2,0,0,0,debit_card,Morocco,Morocco,fashion,0
U51065,2,4,241.4,-0.96,0,4,5,0,0,0.24,1,0,1669.4,487.4,1,0,0,apple_pay,Tunisia,Tunisia,home,0
U52136,1,1,346.77,-0.18,0,3,2,1,0,0.22,0,0,1715.8,266.6,0,0,0,apple_pay,Morocco,Morocco,fashion,0
U52449,0,0,152.78,0.02,0,1,4,1,0,0.23,1,0,282.6,522.3,0,0,0,google_pay,Tunisia,Libya,beauty,0
U52343,1,1,39.03,3.43,0,2,2,0,0,0.32,0,0,354.6,261.0,0,0,0,credit_card,Libya,Morocco,sports,0
U51863,1,2,304.95,-0.97,0,3,6,0,0,0.4,0,0,1536.2,114.5,0,0,0,credit_card,Algeria,Algeria,fashion,0
U51318,1,1,116.74,-0.78,0,2,3,0,0,0.25,0,0,211.5,99.0,0,0,0,credit_card,Libya,Libya,fashion,0
U54711,1,2,200.21,0.55,0,2,4,0,0,0.49,0,0,51.9,474.1,0,0,0,credit_card,Tunisia,Tunisia,luxury,0
U53597,3,6,111.37,-0.85,0,3,2,0,0,0.25,0,0,1267.3,326.7,0,0,0,google_pay,Tunisia,Tunisia,home,0
U56943,0,1,334.29,-0.64,0,2,2,0,2,0.14,0,0,815.2,358.7,0,0,0,credit_card,Morocco,Morocco,electronics,0
U53762,0,3,384.15,-0.52,0,4,2,0,0,0.14,0,0,1452.3,354.6,0,0,0,credit_card,Morocco,Morocco,electronics,0
U57804,0,2,40.91,-0.22,0,3,2,0,0,0.03,0,1,304.5,325.8,0,1,0,credit_card,Egypt,Egypt,electronics,0
U56565,1,5,108.68,0.32,0,3,3,0,2,0.28,1,1,803.4,22.2,0,0,0,debit_card,Algeria,Algeria,fashion,0
U55984,0,5,92.03,-0.9,0,2,2,0,0,0.36,0,0,1475.7,235.3,1,0,0,google_pay,Algeria,Algeria,electronics,0
U55142,0,1,275.82,-0.7,0,3,4,0,0,0.13,2,0,487.8,339.3,0,0,0,debit_card,Libya,Libya,beauty,0
U54670,0,2,182.9,-0.73,0,2,3,1,0,0.51,1,0,864.0,546.0,0,0,0,credit_card,Morocco,Morocco,home,0
U52190,0,0,193.38,-0.35,0,4,5,0,1,0.32,0,0,1131.3,164.7,0,0,0,credit_card,Algeria,Algeria,beauty,0
U50992,0,2,79.69,2.28,0,3,4,0,0,0.05,0,0,1304.5,87.6,0,0,0,debit_card,Libya,Libya,fashion,1
U52712,1,1,177.6,-0.9,0,2,4,0,1,0.31,0,0,954.6,328.5,0,0,0,credit_card,Morocco,Morocco,fashion,0
U52192,0,2,135.23,-0.47,0,1,2,0,1,0.24,0,0,1309.5,188.9,1,0,0,credit_card,Tunisia,Tunisia,home,0
U51248,1,3,252.25,-0.74,0,4,3,0,0,0.54,0,0,1362.7,413.7,0,0,0,google_pay,Morocco,Morocco,fashion,0
U53054,0,0,102.55,-0.54,0,4,5,0,0,0.35,1,0,1505.0,352.2,0,0,0,credit_card,Libya,Libya,electronics,0
U54598,0,3,253.63,-0.69,0,1,3,0,3,0.26,0,1,1637.3,361.5,0,0,0,credit_card,Tunisia,Tunisia,electronics,0
U54033,2,4,163.54,0.56,0,4,1,0,0,0.26,0,0,1274.1,345.3,0,0,0,debit_card,Libya,Libya,home,0
U51997,0,1,151.59,1.87,0,4,2,1,0,0.35,0,0,1618.0,583.8,0,0,0,bank_transfer,Egypt,Egypt,luxury,0
U54916,1,4,136.11,-0.99,1,2,6,0,0,0.23,0,0,137.3,372.7,0,0,0,credit_card,Tunisia,Tunisia,fashion,0
U53687,0,0,276.06,-0.41,0,2,3,0,0,0.13,0,0,260.1,318.0,0,0,0,credit_card,Algeria,Algeria,home,0
U52151,3,7,233.72,-0.51,0,2,5,0,0,0.82,0,0,745.7,19.9,0,0,0,apple_pay,Egypt,Egypt,electronics,0
U54018,0,1,343.65,0.82,0,3,3,0,0,0.26,0,0,324.6,77.2,0,0,0,paypal,Algeria,Algeria,fashion,0
U53110,0,0,111.81,-0.89,1,3,1,0,1,0.54,0,0,627.2,517.1,0,0,0,credit_card,Libya,Libya,electronics,0
U51970,1,6,35.25,4.55,0,1,3,0,0,0.32,0,2,1594.0,573.9,0,0,0,bank_transfer,Morocco,Morocco,fashion,0
U50197,3,8,89.17,2.63,0,3,2,0,0,0.13,0,0,247.1,27.2,0,0,0,credit_card,Morocco,Morocco,electronics,0
U55765,1,3,150.48,0.93,0,3,2,0,1,0.04,0,0,1155.1,69.6,1,0,0,credit_card,Morocco,Tunisia,electronics,0
U52626,1,2,88.27,0.12,0,2,3,0,0,0.4,0,0,435.2,519.0,0,0,0,paypal,Tunisia,Tunisia,electronics,0
U56534,0,1,51.73,-0.08,0,1,2,1,0,0.41,0,0,900.5,131.9,0,0,0,debit_card,Algeria,Algeria,groceries,0
U51202,0,0,189.23,-0.35,1,3,2,0,0,0.29,0,0,730.9,42.2,0,0,0,apple_pay,Tunisia,Tunisia,fashion,1
U56697,1,3,277.23,-0.84,0,3,2,0,0,0.09,1,0,1560.1,518.4,0,0,0,credit_card,Morocco,Morocco,electronics,0
U55567,2,4,305.6,-0.79,0,2,6,1,0,0.26,0,0,984.0,466.5,0,0,0,apple_pay,Algeria,Algeria,luxury,0
U57667,1,2,171.52,-0.58,0,2,4,0,0,0.52,0,1,1484.1,376.5,0,0,0,debit_card,Morocco,Morocco,home,0
U57182,4,5,201.66,-0.78,0,4,4,1,1,0.41,0,0,762.9,57.1,0,0,0,debit_card,Libya,Libya,home,0
U55742,0,2,307.08,-0.83,0,2,2,1,1,0.36,0,0,1201.2,380.6,0,0,0,bank_transfer,Algeria,Algeria,home,0
U55788,2,4,154.03,-0.99,0,2,4,1,0,0.14,0,0,1639.2,125.1,0,0,0,google_pay,Algeria,Algeria,fashion,0
U55408,0,0,318.21,-0.86,0,1,3,0,0,0.34,1,0,293.1,473.3,0,0,0,credit_card,Libya,Libya,electronics,0
U52035,1,1,387.6,-0.8,0,2,3,0,0,0.53,0,0,1021.6,402.6,0,0,1,paypal,Algeria,Algeria,fashion,0
U50477,1,2,354.58,-0.93,0,2,3,0,1,0.09,0,0,1148.7,433.6,1,0,0,paypal,Libya,Libya,home,0
U51254,0,1,192.37,0.02,1,1,3,0,1,0.48,2,0,1122.5,267.0,0,0,0,credit_card,Algeria,Algeria,groceries,0
U50922,0,1,240.22,-0.61,1,2,3,0,0,0.46,0,0,1006.0,231.9,0,0,0,credit_card,Morocco,Morocco,groceries,0
U50419,3,4,292.24,-0.35,0,1,2,0,0,0.12,0,0,1436.4,173.2,1,0,0,credit_card,Tunisia,Algeria,groceries,0
U52204,0,2,152.73,-0.89,0,2,2,0,0,0.08,0,0,133.9,568.6,0,0,0,debit_card,Egypt,Egypt,fashion,0
U52597,2,6,323.71,-0.36,0,3,2,1,0,0.23,0,1,1203.4,70.8,0,0,0,paypal,Morocco,Morocco,luxury,0
U57608,1,2,186.03,1.04,0,3,6,0,1,0.16,0,0,1598.6,252.5,0,0,0,credit_card,Egypt,Egypt,beauty,0
U51120,0,2,341.8,-0.84,0,2,5,1,0,0.27,0,0,1649.4,476.9,0,0,0,credit_card,Egypt,Egypt,electronics,0
U53068,0,4,116.8,-0.65,0,1,3,0,0,0.44,0,0,344.3,364.7,0,0,0,apple_pay,Algeria,Algeria,beauty,0
U57140,1,2,24.32,3.97,0,2,3,0,0,0.41,0,0,1095.1,548.8,0,0,0,apple_pay,Algeria,Algeria,beauty,0
U57578,3,6,260.42,-0.53,1,1,3,0,1,0.4,1,2,526.1,452.4,1,0,0,bank_transfer,Morocco,Morocco,luxury,0
U50950,0,0,191.72,-0.92,0,4,2,0,0,0.32,0,0,1309.5,309.8,0,0,0,debit_card,Libya,Libya,luxury,0
U52336,0,1,42.73,6.2,0,2,4,0,0,0.14,0,0,170.7,495.5,0,0,0,apple_pay,Tunisia,Tunisia,fashion,0
U55373,0,3,205.29,-0.62,1,2,2,1,0,0.12,0,0,249.3,547.5,1,0,0,paypal,Tunisia,Tunisia,electronics,1
U52243,3,3,84.06,1.05,1,3,3,0,0,0.29,0,0,1220.4,374.5,0,0,0,apple_pay,Egypt,Egypt,fashion,0
U52645,1,2,259.3,-0.79,0,2,2,0,0,0.28,0,0,1000.0,140.8,0,0,0,debit_card,Egypt,Morocco,beauty,0
U51857,0,6,189.12,-0.8,0,1,2,0,1,0.08,0,0,1615.9,432.1,0,0,0,bank_transfer,Algeria,Algeria,fashion,1
U57689,2,4,85.03,-0.82,0,1,4,1,0,0.53,2,0,80.0,53.3,0,0,0,paypal,Morocco,Morocco,fashion,1
U54612,2,3,176.54,-0.78,0,2,3,0,0,0.14,1,0,1271.7,314.8,0,0,0,credit_card,Libya,Libya,fashion,0
U55754,1,4,108.43,4.52,0,3,2,0,0,0.33,0,0,1294.1,56.8,1,0,0,apple_pay,Morocco,Algeria,home,0
U51865,0,2,268.18,-0.52,0,2,2,0,0,0.2,0,0,1497.7,27.0,0,0,0,apple_pay,Libya,Libya,groceries,0
U52912,2,5,132.15,0.47,1,1,1,0,0,0.35,0,0,1393.9,168.3,0,0,0,credit_card,Egypt,Egypt,electronics,0
U55237,2,6,332.37,0.15,0,3,1,0,0,0.45,0,0,948.6,484.7,0,0,0,google_pay,Morocco,Morocco,beauty,0
U52853,1,2,25.38,-0.59,0,3,1,0,1,0.04,0,1,537.9,411.4,0,0,0,debit_card,Egypt,Egypt,electronics,0
U56028,1,3,173.3,-0.87,0,4,3,0,0,0.14,1,0,727.6,52.5,0,0,0,paypal,Morocco,Morocco,luxury,0
U57326,1,2,254.49,0.24,0,2,2,0,0,0.26,0,0,954.9,223.6,0,0,0,bank_transfer,Morocco,Morocco,home,0
U54910,1,2,28.59,2.41,0,1,3,1,0,0.34,0,0,38.0,458.3,0,0,0,paypal,Libya,Libya,fashion,0
U56371,1,2,102.02,0.18,0,2,6,0,0,0.07,0,0,190.1,207.7,0,0,0,apple_pay,Morocco,Morocco,sports,0
U55996,0,3,144.42,-0.53,0,3,3,0,0,0.06,1,0,989.8,569.3,0,0,0,apple_pay,Egypt,Egypt,groceries,0
U56359,3,8,28.3,5.93,0,5,4,0,1,0.2,1,0,1792.6,592.7,0,0,0,debit_card,Libya,Egypt,luxury,0
U57091,2,4,227.74,-0.61,0,3,2,1,0,0.09,0,0,696.4,18.8,0,1,0,debit_card,Egypt,Egypt,groceries,0
U57863,0,3,259.73,-0.19,0,1,3,0,0,0.11,0,0,1443.8,275.4,0,0,0,credit_card,Tunisia,Tunisia,electronics,0
U56158,3,4,106.46,4.43,0,2,4,0,0,0.26,0,0,706.2,316.3,0,0,0,debit_card,Tunisia,Tunisia,luxury,0
U53228,1,3,226.52,-0.45,0,2,6,0,1,0.21,0,0,250.3,556.7,0,0,0,credit_card,Algeria,Algeria,electronics,0
U53719,2,4,399.67,-0.77,0,1,1,0,0,0.13,0,0,1520.4,240.1,0,0,0,paypal,Morocco,Morocco,sports,0
U57428,1,5,357.03,-0.84,0,1,3,0,0,0.38,0,0,1193.8,51.0,0,0,0,credit_card,Egypt,Egypt,luxury,0
U53228,2,7,42.29,-0.38,1,3,4,0,0,0.33,0,0,264.9,219.4,0,0,0,google_pay,Tunisia,Tunisia,gift_cards,0
U56190,1,3,68.6,0.86,0,3,6,0,0,0.31,0,0,801.8,300.9,0,0,0,credit_card,Libya,Libya,beauty,0
U52371,0,4,207.87,-0.96,0,2,4,0,0,0.23,0,0,429.0,120.8,1,0,0,credit_card,Morocco,Morocco,luxury,0
U52891,2,4,113.18,2.3,0,2,3,0,0,0.02,0,1,1210.1,241.9,0,0,0,credit_card,Libya,Libya,gift_cards,0
U53756,0,0,50.77,1.44,0,2,2,1,1,0.14,1,0,852.2,39.6,0,0,0,credit_card,Algeria,Algeria,groceries,0
U54225,1,2,116.73,2.27,0,2,5,0,0,0.53,0,0,558.3,567.5,0,0,0,credit_card,Morocco,Morocco,fashion,1
U57578,1,5,43.25,-0.12,0,3,3,1,0,0.36,0,0,1015.0,370.8,0,0,0,credit_card,Libya,Libya,fashion,0
U50094,3,5,221.37,0.58,0,1,2,0,0,0.27,0,1,1632.4,558.4,0,0,0,debit_card,Algeria,Libya,electronics,0
U52674,0,2,206.3,-0.45,1,4,2,0,1,0.15,0,0,764.9,457.8,0,0,0,credit_card,Tunisia,Tunisia,home,0
U56898,0,3,22.4,7.57,1,4,4,0,0,0.24,0,0,1739.8,300.4,1,0,0,credit_card,Libya,Libya,beauty,0
U51955,2,7,203.36,-0.88,0,4,2,0,1,0.72,0,0,1289.7,174.9,0,0,0,debit_card,Algeria,Algeria,electronics,0
U57459,2,3,217.53,-0.61,0,3,3,0,0,0.34,3,0,1096.6,354.8,0,0,0,credit_card,Algeria,Tunisia,beauty,0
U50793,0,0,250.17,-0.59,1,1,1,0,0,0.09,0,0,135.7,284.0,0,0,0,paypal,Tunisia,Tunisia,fashion,0
U51834,0,0,388.64,-0.84,0,3,3,0,0,0.19,0,1,1463.9,9.6,0,0,0,credit_card,Algeria,Algeria,fashion,0
U57450,0,2,393.42,-0.91,0,4,3,0,0,0.43,0,0,1220.4,383.9,0,0,0,credit_card,Egypt,Tunisia,electronics,0
U52116,2,3,220.23,0.28,0,2,2,0,1,0.01,0,0,254.7,508.9,1,0,0,bank_transfer,Libya,Libya,electronics,0
U55779,3,7,341.17,-0.97,0,3,4,0,0,0.36,1,0,48.8,537.1,1,0,0,debit_card,Libya,Libya,beauty,0
U54106,0,1,52.36,-0.61,0,3,4,0,0,0.29,0,1,1686.2,428.2,0,1,0,bank_transfer,Algeria,Algeria,electronics,1
U53325,2,2,221.84,-0.79,1,5,1,0,1,0.36,0,1,381.3,277.4,0,0,0,debit_card,Egypt,Egypt,beauty,0
U55961,1,3,277.98,0.09,0,2,5,0,0,0.36,1,0,776.9,251.8,1,1,0,credit_card,Libya,Libya,luxury,0
U52919,4,6,234.6,-0.57,0,4,4,0,0,0.51,0,0,771.3,267.1,0,0,0,apple_pay,Libya,Algeria,sports,0
U52597,1,1,107.67,-0.48,0,3,4,0,1,0.09,0,0,182.2,519.7,0,0,0,credit_card,Libya,Libya,fashion,1
U53205,2,7,43.81,0.4,0,2,1,1,0,0.44,0,0,1453.4,314.1,0,0,0,debit_card,Tunisia,Tunisia,groceries,0
U54807,2,7,166.93,0.31,0,1,4,0,1,0.25,0,0,1098.5,49.0,0,0,0,credit_card,Libya,Libya,home,0
U56166,2,3,266.1,-0.98,0,2,5,1,0,0.06,0,0,977.1,283.1,0,0,0,credit_card,Algeria,Algeria,electronics,0
U50814,2,5,396.85,-0.99,0,1,6,0,1,0.58,0,0,1557.4,484.1,0,0,0,google_pay,Libya,Libya,fashion,0
U50345,1,4,109.88,-0.94,0,3,5,0,0,0.44,0,0,1641.2,152.9,0,0,0,credit_card,Algeria,Algeria,home,0
U52349,1,3,368.76,-0.79,0,1,1,0,1,0.09,0,0,257.7,430.6,0,0,0,debit_card,Libya,Algeria,luxury,0
U50362,1,4,45.94,1.25,1,2,5,0,1,0.24,0,0,1247.0,146.6,0,0,0,credit_card,Morocco,Morocco,beauty,0
U52443,4,5,373.78,-0.68,0,4,3,0,0,0.37,0,0,504.9,397.0,0,0,1,debit_card,Morocco,Morocco,home,0
U52265,0,1,336.3,-0.53,0,3,3,0,1,0.17,0,1,1411.3,310.0,0,0,0,credit_card,Libya,Libya,beauty,0
U52188,0,1,27.96,-0.09,0,1,3,0,0,0.12,0,0,236.7,290.0,0,0,0,debit_card,Morocco,Libya,electronics,0
U57783,2,6,133.31,-0.72,0,3,2,0,0,0.23,1,0,362.7,414.5,0,0,0,paypal,Morocco,Morocco,electronics,0
U53005,1,2,39.36,-0.15,0,1,1,0,0,0.18,2,0,407.0,290.8,0,0,0,credit_card,Algeria,Morocco,gift_cards,0
U53281,0,0,398.29,-0.95,0,3,1,1,0,0.61,0,0,1132.7,412.8,0,0,0,credit_card,Morocco,Morocco,sports,0
U50984,4,4,182.58,-0.81,0,3,3,0,1,0.16,0,0,1212.3,566.7,0,0,0,google_pay,Algeria,Algeria,home,0
U57136,1,3,271.63,-0.58,0,2,3,1,0,0.46,1,0,1655.9,182.4,0,0,0,debit_card,Algeria,Algeria,home,0
U57790,0,2,108.99,-0.49,0,1,3,0,0,0.22,3,0,161.2,21.3,0,0,0,debit_card,Algeria,Algeria,fashion,0
U51639,3,4,374.82,-0.53,0,4,1,0,1,0.39,0,1,1241.1,325.2,0,0,0,debit_card,Egypt,Egypt,home,0
U50827,0,1,124.19,-0.26,0,4,4,0,0,0.22,0,0,52.1,172.2,1,0,0,paypal,Tunisia,Tunisia,gift_cards,0
U52730,1,3,118.88,-0.75,0,1,4,0,1,0.59,1,0,931.5,319.1,0,0,0,apple_pay,Algeria,Algeria,electronics,0
U53531,1,2,139.55,-0.46,0,4,2,0,0,0.22,2,0,845.1,375.4,0,1,0,apple_pay,Tunisia,Tunisia,home,0
U57147,0,1,195.75,-0.45,1,3,8,0,0,0.25,0,0,109.7,345.7,1,0,0,credit_card,Libya,Libya,gift_cards,1
U54451,2,3,27.04,7.64,0,2,2,0,0,0.38,1,0,360.6,387.2,0,0,0,credit_card,Egypt,Tunisia,groceries,0
U57151,0,2,247.18,-0.13,0,2,4,1,0,0.38,0,1,1449.2,235.6,1,1,0,bank_transfer,Egypt,Egypt,groceries,0
U55443,1,2,32.03,1.05,0,2,7,0,0,0.15,0,0,568.2,312.9,1,0,0,debit_card,Algeria,Algeria,beauty,0
U57300,2,4,224.9,-0.44,0,3,7,0,0,0.17,0,0,883.3,284.7,0,0,0,credit_card,Egypt,Egypt,luxury,0
U52935,1,2,194.0,-0.78,0,5,3,0,1,0.28,0,0,727.9,145.3,0,0,0,credit_card,Algeria,Algeria,luxury,0
U53876,1,3,112.17,0.07,0,1,2,0,0,0.15,0,1,358.5,295.3,0,0,0,bank_transfer,Algeria,Algeria,home,1
U55959,1,3,145.31,1.01,0,3,1,0,0,0.45,0,0,1695.5,521.9,1,0,0,credit_card,Algeria,Algeria,groceries,0
U50126,2,2,288.15,-0.59,0,1,3,0,0,0.38,0,0,123.7,198.5,1,0,0,credit_card,Morocco,Morocco,gift_cards,0
U53177,1,5,23.65,0.8,0,3,4,0,0,0.23,0,0,848.1,383.7,0,0,0,debit_card,Libya,Libya,fashion,0
U53056,1,6,140.33,-0.12,0,2,2,0,0,0.02,0,0,625.3,72.2,0,0,0,google_pay,Morocco,Morocco,fashion,0
U50603,0,1,278.51,0.0,0,1,6,0,0,0.17,0,0,1210.1,30.7,1,0,0,google_pay,Libya,Libya,electronics,0
U57966,1,5,77.86,-0.76,0,4,1,0,0,0.33,0,0,1175.2,589.7,0,0,0,google_pay,Egypt,Egypt,beauty,0
U53449,5,8,232.95,-0.66,0,2,5,0,1,0.32,0,0,1263.2,181.4,1,0,0,credit_card,Morocco,Morocco,electronics,0
U56024,1,4,84.19,-0.44,1,3,6,0,0,0.22,0,0,913.5,496.0,0,0,0,credit_card,Libya,Libya,home,0
U55109,1,2,78.81,-0.57,0,2,1,1,0,0.48,0,0,225.9,545.3,0,0,0,bank_transfer,Libya,Libya,electronics,0
U54146,2,3,313.47,-0.8,0,3,1,0,0,0.11,0,0,920.8,228.6,0,0,0,apple_pay,Morocco,Libya,gift_cards,0
U57196,1,3,121.28,-0.5,0,3,4,0,0,0.29,0,0,1586.2,11.2,0,0,1,google_pay,Morocco,Morocco,beauty,0
U53533,2,3,162.79,-0.82,0,5,3,0,1,0.07,0,1,611.9,198.0,0,0,0,apple_pay,Algeria,Libya,electronics,1
U53367,0,2,297.41,-0.79,0,4,5,0,0,0.49,1,0,1598.5,517.4,0,0,0,credit_card,Tunisia,Tunisia,groceries,0
U53368,0,2,88.22,0.36,0,1,3,0,0,0.03,0,0,1274.0,522.2,0,0,0,bank_transfer,Tunisia,Tunisia,beauty,0
U53797,0,2,222.06,-0.98,0,3,3,0,0,0.24,0,0,1708.9,551.6,1,0,0,google_pay,Algeria,Tunisia,beauty,0
U56922,2,3,368.77,0.47,0,1,3,1,0,0.13,0,1,894.0,488.8,0,0,0,paypal,Egypt,Egypt,sports,0
U55526,3,4,230.45,-0.81,0,2,5,0,0,0.06,0,0,523.6,106.9,0,0,0,credit_card,Morocco,Morocco,groceries,0
U51792,1,4,38.56,1.99,0,4,2,0,0,0.54,1,0,159.6,285.7,0,0,0,credit_card,Libya,Libya,electronics,0
U52861,0,0,244.08,-0.83,0,1,3,0,0,0.38,0,0,44.5,263.9,0,0,0,credit_card,Egypt,Egypt,fashion,0
U55732,0,1,54.26,0.1,0,2,2,0,1,0.19,1,0,1630.4,302.5,0,0,0,credit_card,Tunisia,Tunisia,electronics,0
U53476,3,6,127.21,-0.25,0,3,3,0,0,0.14,0,0,1029.0,356.0,0,0,0,google_pay,Libya,Libya,groceries,0
U53417,1,2,342.88,-0.67,0,3,2,1,0,0.2,0,0,220.1,227.6,0,1,0,google_pay,Tunisia,Egypt,fashion,0
U51645,0,4,24.21,6.04,0,3,4,0,0,0.47,0,0,651.5,409.9,0,0,0,credit_card,Morocco,Algeria,electronics,0
U56563,4,5,49.27,2.76,0,1,2,0,1,0.16,0,0,1066.0,24.3,0,0,0,credit_card,Morocco,Morocco,home,0
U51205,0,4,158.08,-0.44,0,2,6,0,0,0.18,0,1,1662.0,437.3,0,0,0,google_pay,Libya,Libya,fashion,0
U53030,1,3,399.77,-0.97,0,3,2,0,0,0.36,0,0,1342.0,322.5,1,0,0,paypal,Tunisia,Egypt,home,0
U52872,2,4,130.91,-0.25,0,3,1,1,0,0.19,0,1,771.3,97.2,0,0,1,paypal,Tunisia,Libya,luxury,0
U53072,0,3,79.76,-0.02,1,5,3,0,0,0.24,0,0,100.4,353.6,0,0,0,apple_pay,Libya,Libya,sports,0
U51854,0,1,228.78,-0.87,1,2,5,0,0,0.41,0,0,1165.4,43.2,0,0,0,apple_pay,Libya,Libya,groceries,1
U54021,1,2,217.32,-0.99,0,1,4,0,1,0.36,0,0,675.1,393.2,0,0,0,debit_card,Libya,Libya,electronics,0
U54662,2,5,190.86,-0.76,1,3,3,0,0,0.11,1,0,153.9,340.1,0,1,0,bank_transfer,Morocco,Tunisia,luxury,1
U56514,0,2,379.73,-0.9,0,2,10,1,0,0.33,0,0,1499.8,592.8,0,0,0,apple_pay,Tunisia,Egypt,fashion,0
U55031,0,4,126.46,-0.37,0,2,1,0,1,0.14,0,0,1687.6,102.2,1,1,0,credit_card,Morocco,Morocco,fashion,1
U56030,1,3,131.46,0.31,0,1,4,0,0,0.62,1,0,961.1,535.8,0,0,0,credit_card,Algeria,Algeria,electronics,0
U52708,1,6,73.3,-0.05,0,1,4,0,0,0.25,1,0,235.2,258.9,0,0,0,paypal,Egypt,Tunisia,beauty,0
U53502,2,2,284.97,0.27,0,2,1,0,1,0.37,0,0,742.3,67.1,1,0,0,google_pay,Algeria,Algeria,luxury,0
